pair_id,query_column_id,candidate_column_id,exact_rank,exact_similarity,jaccard,max_containment,query_unique_count,candidate_unique_count,query_cardinality_ratio,candidate_cardinality_ratio,query_numeric_ratio,candidate_numeric_ratio,query_date_like_ratio,candidate_date_like_ratio,query_avg_length,candidate_avg_length,rank_group
webtable_join_38649,csvData20186787.csv::Date,csvData20324956.csv::Date,14641,-0.1518161445856094,0.0,0.0,1,32,0.0277777777777777,0.7441860465116279,0.0,0.0,1.0,0.0,10.0,5.651162790697675,rank_gt_1000
webtable_join_40945,csvData6863752.csv::Date,csvData2023494.csv::Date,14559,-0.0922208279371261,0.0,0.0,27,11,0.9,1.0,0.0,0.0,1.0,0.0,10.0,5.636363636363637,rank_gt_1000
webtable_join_48434,csvData22276916.csv::Date,csvData2023494.csv::Date,14425,-0.0643500089645385,0.0,0.0,2,11,0.0869565217391304,1.0,0.0,0.0,1.0,0.0,10.0,5.636363636363637,rank_gt_1000
webtable_join_50728,csvData15351132.csv::Date,csvData20965143.csv::Date,14389,-0.0892351120710372,0.0,0.0,11,6,1.0,0.8571428571428571,0.0,0.0,0.0,1.0,5.727272727272728,10.0,rank_gt_1000
webtable_join_28367,csvData432880__4.csv::Date,csvData29586855.csv::Date,14365,-0.1043664067983627,0.0,0.0,29,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_14331,csvData13726780__2.csv::Date,csvData7028714.csv::Date,14201,-0.0906489938497543,0.0,0.0,25,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.6,rank_gt_1000
webtable_join_46677,csvData24712864.csv::Date,csvData20965143.csv::Date,14187,-0.0822516530752182,0.0,0.0,11,6,1.0,0.8571428571428571,0.0,0.0,0.0,1.0,5.727272727272728,10.0,rank_gt_1000
webtable_join_22232,csvData26761314__4.csv::Date,csvData50010.csv::Date,14180,-0.0973033159971237,0.0,0.0,24,12,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.666666666666667,rank_gt_1000
webtable_join_6352,csvData7470046__3.csv::Date,csvData29586855.csv::Date,14140,-0.1060681045055389,0.0,0.0,20,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_6136,csvData7470046__2.csv::Date,csvData29586855.csv::Date,14135,-0.1014213860034942,0.0,0.0,17,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_7950,csvData22709338__0.csv::Date,csvData20965143.csv::Date,14131,-0.1214844137430191,0.0,0.0,26,6,0.7878787878787878,0.8571428571428571,0.0,0.0,0.0,1.0,11.545454545454543,10.0,rank_gt_1000
webtable_join_50432,csvData10289113.csv::Date,csvData27432053.csv::Date,14081,-0.1159094274044036,0.0,0.0,4,10,0.8,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_30183,csvData11387111__3.csv::Date,csvData29586855.csv::Date,14062,-0.101543053984642,0.0,0.0,23,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_38648,csvData20186787.csv::Date,csvData24080448.csv::Date,14058,-0.1227615177631378,0.0,0.0,1,33,0.0277777777777777,0.7674418604651163,0.0,0.0,1.0,0.0,10.0,5.604651162790698,rank_gt_1000
webtable_join_29100,csvData17054209__2.csv::Date,csvData2023494.csv::Date,14047,-0.0832228809595108,0.0,0.0,29,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.636363636363637,rank_gt_1000
webtable_join_22881,csvData5416457__0.csv::Age,csvData13257636.csv::Age,14024,-0.0698275119066238,0.0,0.0,34,4,1.0,0.1481481481481481,0.0,1.0,0.0,0.0,6.0,2.0,rank_gt_1000
webtable_join_28364,csvData432880__4.csv::Date,csvData27432053.csv::Date,13973,-0.0843200832605362,0.0,0.0,29,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_52996,csvData27729927.csv::Date,csvData29586855.csv::Date,13954,-0.0928086265921592,0.0,0.0,6,11,0.75,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_30187,csvData11387111__3.csv::Date,csvData50010.csv::Date,13953,-0.0959293320775032,0.0,0.0,23,12,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.666666666666667,rank_gt_1000
webtable_join_23543,csvData13588389__0.csv::Date,csvData29586855.csv::Date,13857,-0.0790451914072036,0.0,0.0,27,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_20104,csvData2798756__5.csv::Age,csvData3577145.csv::Age,13846,-0.0584201179444789,0.0,0.0,27,2,1.0,0.0769230769230769,0.0,1.0,0.0,0.0,6.0,2.0,rank_gt_1000
webtable_join_6669,csvData26604328__1.csv::Date,csvData29586855.csv::Date,13807,-0.0914305746555328,0.0,0.0,43,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_50434,csvData10289113.csv::Date,csvData2023494.csv::Date,13756,-0.0998645722866058,0.0,0.0,4,11,0.8,1.0,0.0,0.0,1.0,0.0,10.0,5.636363636363637,rank_gt_1000
webtable_join_34998,csvData17054209__2.csv::Age,csvData13257636.csv::Age,13733,-0.0881691128015518,0.0,0.0,29,4,1.0,0.1481481481481481,0.0,1.0,0.0,0.0,6.0,2.0,rank_gt_1000
webtable_join_23363,csvData1786628__8.csv::Date,csvData7028714.csv::Date,13700,-0.0837148278951644,0.0,0.0,26,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.6,rank_gt_1000
webtable_join_19438,csvData14780613__2.csv::Date,csvData50010.csv::Date,13663,-0.0532505810260772,0.0,0.0,30,12,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.666666666666667,rank_gt_1000
webtable_join_30180,csvData11387111__3.csv::Date,csvData27432053.csv::Date,13553,-0.0781699866056442,0.0,0.0,23,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_9559,csvData11387111__4.csv::Date,csvData29586855.csv::Date,13504,-0.0799506902694702,0.0,0.0,46,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_22502,csvData19635852__2.csv::Date,csvData29586855.csv::Date,13479,-0.082432821393013,0.0,0.0,49,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_33539,csvData917122__2.csv::Date,csvData2023494.csv::Date,13443,-0.0511539205908775,0.0,0.0,21,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.636363636363637,rank_gt_1000
webtable_join_38652,csvData20186787.csv::Date,csvData19591445.csv::Date,13436,-0.1061415374279022,0.0,0.0,1,32,0.0277777777777777,1.0,0.0,0.0,1.0,0.0,10.0,11.78125,rank_gt_1000
webtable_join_22225,csvData26761314__4.csv::Date,csvData27432053.csv::Date,13389,-0.0591814368963241,0.0,0.0,24,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_20206,csvData26761314__3.csv::Date,csvData29586855.csv::Date,13348,-0.0753818750381469,0.0,0.0,38,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_13721,csvData22709338__1.csv::Date,csvData20965143.csv::Date,13339,-0.0801778584718704,0.0,0.0,18,6,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,1.0,11.571428571428571,10.0,rank_gt_1000
webtable_join_22228,csvData26761314__4.csv::Date,csvData29586855.csv::Date,13284,-0.0548179969191551,0.0,0.0,24,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_18625,csvData23141915__0.csv::Age,csvData13257636.csv::Age,13163,-0.0504318363964557,0.0,0.0,38,4,1.0,0.1481481481481481,0.0,1.0,0.0,0.0,6.0,2.0,rank_gt_1000
webtable_join_23412,csvData11331104__2.csv::Date,csvData27432053.csv::Date,13132,-0.0639396086335182,0.0,0.0,31,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_11325,csvData17093328__0.csv::Date,csvData29586855.csv::Date,13122,-0.0701029449701309,0.0,0.0,31,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_48429,csvData22276916.csv::Date,csvData24080448.csv::Date,13031,-0.0162684693932533,0.0,0.0,2,33,0.0869565217391304,0.7674418604651163,0.0,0.0,1.0,0.0,10.0,5.604651162790698,rank_gt_1000
webtable_join_9556,csvData11387111__4.csv::Date,csvData27432053.csv::Date,12976,-0.0617228485643863,0.0,0.0,46,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_13464,csvData25441565__1.csv::Date,csvData50010.csv::Date,12958,-0.0492926351726055,0.0,0.0,31,12,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.666666666666667,rank_gt_1000
webtable_join_7151,csvData1644016__0.csv::Date,csvData7028714.csv::Date,12883,-0.0538721196353435,0.0,0.0,34,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.6,rank_gt_1000
webtable_join_19578,csvData16984008__5.csv::Age,csvData3577145.csv::Age,12878,-0.038501288741827,0.0,0.0,21,2,1.0,0.0769230769230769,0.0,1.0,0.0,0.0,6.0,2.0,rank_gt_1000
webtable_join_23415,csvData11331104__2.csv::Date,csvData29586855.csv::Date,12826,-0.0543098449707031,0.0,0.0,31,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_12835,csvData22266740__3.csv::Date,csvData29586855.csv::Date,12778,-0.0467264577746391,0.0,0.0,19,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_20203,csvData26761314__3.csv::Date,csvData27432053.csv::Date,12758,-0.0538741126656532,0.0,0.0,38,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_7260,csvData15933779__4.csv::Date,csvData27432053.csv::Date,12695,-0.0461623147130012,0.0,0.0,38,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_6666,csvData26604328__1.csv::Date,csvData27432053.csv::Date,12659,-0.0520317815244197,0.0,0.0,43,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_22708,csvData23141915__1.csv::Age,csvData3577145.csv::Age,12656,-0.0347945615649223,0.0,0.0,43,2,1.0,0.0769230769230769,0.0,1.0,0.0,0.0,6.0,2.0,rank_gt_1000
webtable_join_7701,csvData432880__5.csv::Date,csvData27432053.csv::Date,12598,-0.0308412499725818,0.0,0.0,37,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_20187,csvData17093328__2.csv::Date,csvData29586855.csv::Date,12592,-0.0536887645721435,0.0,0.0,45,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_19410,csvData15933779__5.csv::Date,csvData27432053.csv::Date,12583,-0.0451719537377357,0.0,0.0,42,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_12769,csvData19898919__1.csv::Date,csvData27432053.csv::Date,12581,-0.0319345034658908,0.0,0.0,31,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_34156,csvData18926379__2.csv::Age,csvData3577145.csv::Age,12556,-0.0362662896513938,0.0,0.0,18,2,1.0,0.0769230769230769,0.0,1.0,0.0,0.0,6.0,2.0,rank_gt_1000
webtable_join_15030,csvData1786628__4.csv::Date,csvData7028714.csv::Date,12478,-0.0384873449802398,0.0,0.0,37,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.6,rank_gt_1000
webtable_join_6133,csvData7470046__2.csv::Date,csvData27432053.csv::Date,12423,-0.0354170128703117,0.0,0.0,17,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_10290,csvData25441565__4.csv::Date,csvData27432053.csv::Date,12407,-0.0370025970041751,0.0,0.0,42,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_6673,csvData26604328__1.csv::Date,csvData50010.csv::Date,12339,-0.042293194681406,0.0,0.0,43,12,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.666666666666667,rank_gt_1000
webtable_join_19283,csvData2660625__0.csv::Date,csvData29586855.csv::Date,12306,-0.0370353572070598,0.0,0.0,41,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_23361,csvData1786628__8.csv::Date,csvData29586855.csv::Date,12289,-0.0363094247877597,0.0,0.0,26,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_19280,csvData2660625__0.csv::Date,csvData27432053.csv::Date,12264,-0.0357645563781261,0.0,0.0,41,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_52207,csvData15169500.csv::Date,csvData27432053.csv::Date,12257,-0.0285989549010992,0.0,0.0,6,10,0.8571428571428571,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_52993,csvData27729927.csv::Date,csvData27432053.csv::Date,12183,-0.0436679646372795,0.0,0.0,6,10,0.75,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_21554,csvData17054209__1.csv::Date,csvData2023494.csv::Date,12122,-0.0399217866361141,0.0,0.0,37,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.636363636363637,rank_gt_1000
webtable_join_22499,csvData19635852__2.csv::Date,csvData27432053.csv::Date,12093,-0.0293308328837156,0.0,0.0,49,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_19413,csvData15933779__5.csv::Date,csvData29586855.csv::Date,12088,-0.0329401120543479,0.0,0.0,42,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_16360,csvData1786628__6.csv::Date,csvData29586855.csv::Date,12025,-0.0246066637337207,0.0,0.0,42,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_29101,csvData17054209__2.csv::Date,csvData29586855.csv::Date,12025,-0.0287244897335767,0.0,0.0,29,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_13393,csvData284731__0.csv::Pos,csvData19961050.csv::Pos,11961,-0.0174300000071525,0.0,0.0,25,23,1.0,0.023,1.0,0.0,0.0,0.0,1.88,2.034,rank_gt_1000
webtable_join_6349,csvData7470046__3.csv::Date,csvData27432053.csv::Date,11938,-0.0263528730720281,0.0,0.0,20,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_13959,csvData22266740__4.csv::Date,csvData29586855.csv::Date,11923,-0.0209608245640993,0.0,0.0,31,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_20437,csvData15933779__2.csv::Age,csvData3577145.csv::Age,11919,-0.0331865847110748,0.0,0.0,43,2,1.0,0.0769230769230769,0.0,1.0,0.0,0.0,6.0,2.0,rank_gt_1000
webtable_join_13457,csvData25441565__1.csv::Date,csvData27432053.csv::Date,11873,-0.0148505978286266,0.0,0.0,31,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_10800,csvData13245391__1.csv::Date,csvData27432053.csv::Date,11843,-0.0157828107476234,0.0,0.0,22,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_13961,csvData22266740__4.csv::Date,csvData7028714.csv::Date,11832,-0.0185143947601318,0.0,0.0,31,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.6,rank_gt_1000
webtable_join_11429,csvData19635852__1.csv::Date,csvData29586855.csv::Date,11810,-0.0212253853678703,0.0,0.0,35,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_16357,csvData1786628__6.csv::Date,csvData27432053.csv::Date,11751,-0.017007227987051,0.0,0.0,42,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_52210,csvData15169500.csv::Date,csvData29586855.csv::Date,11711,-0.0131153687834739,0.0,0.0,6,11,0.8571428571428571,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_12837,csvData22266740__3.csv::Date,csvData7028714.csv::Date,11623,-0.0144076813012361,0.0,0.0,19,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.6,rank_gt_1000
webtable_join_31097,csvData29331554__2.csv::Date,csvData27432053.csv::Date,11485,-0.0160215906798839,0.0,0.0,29,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_27294,csvData29331554__3.csv::Date,csvData27432053.csv::Date,11431,-0.0178547073155641,0.0,0.0,22,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_12832,csvData22266740__3.csv::Date,csvData27432053.csv::Date,11424,-0.0081787966191768,0.0,0.0,19,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_23540,csvData13588389__0.csv::Date,csvData27432053.csv::Date,11411,-0.0079260431230068,0.0,0.0,27,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_10770,csvData10602310__2.csv::Date,csvData27432053.csv::Date,11387,-0.0124684311449527,0.0,0.0,30,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_24448,csvData4829958__0.csv::Age,csvData8963593.csv::Age,11381,-0.0115290712565183,0.0,0.0,39,55,0.582089552238806,0.9821428571428572,1.0,0.0,0.0,0.0,4.835820895522388,5.892857142857143,rank_gt_1000
webtable_join_6598,csvData20967043__0.csv::Date,csvData7028714.csv::Date,11324,0.0051762359216809,0.0,0.0,31,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.6,rank_gt_1000
webtable_join_11426,csvData19635852__1.csv::Date,csvData27432053.csv::Date,11301,-0.0062570367008447,0.0,0.0,35,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_43990,csvData16339602.csv::Age,csvData8963593.csv::Age,11178,-0.0501885749399662,0.0,0.0,4,55,0.6666666666666666,0.9821428571428572,1.0,0.0,0.0,0.0,2.0,5.892857142857143,rank_gt_1000
webtable_join_10293,csvData25441565__4.csv::Date,csvData29586855.csv::Date,11157,0.0011180811561644,0.0,0.0,42,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_53340,csvData12564240.csv::Age,csvData25794067.csv::Age,11118,-0.0595774240791797,0.0,0.0,2,57,0.1428571428571428,0.9827586206896552,1.0,0.0,0.0,0.0,2.0,5.896551724137931,rank_gt_1000
webtable_join_35038,csvData18900645__5.csv::Age,csvData13257636.csv::Age,11112,-0.0076874997466802,0.0,0.0,25,4,1.0,0.1481481481481481,0.0,1.0,0.0,0.0,6.0,2.0,rank_gt_1000
webtable_join_37008,csvData20613453.csv::Ave,csvData22479959.csv::Ave,11110,-0.029511384665966,0.0,0.0,2,45,0.4,1.0,0.2,1.0,0.0,0.0,2.6,4.555555555555555,rank_gt_1000
webtable_join_15708,csvData8963593__3.csv::Age,csvData13257636.csv::Age,11101,-0.0111352894455194,0.0,0.0,16,4,1.0,0.1481481481481481,0.0,1.0,0.0,0.0,6.0,2.0,rank_gt_1000
webtable_join_30276,csvData11387111__5.csv::Date,csvData27432053.csv::Date,11075,-0.0140968458727002,0.0,0.0,39,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_13460,csvData25441565__1.csv::Date,csvData29586855.csv::Date,11064,0.005890694912523,0.0,0.0,31,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_21552,csvData17054209__1.csv::Date,csvData27432053.csv::Date,11012,-0.0119805606082081,0.0,0.0,37,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_12772,csvData19898919__1.csv::Date,csvData29586855.csv::Date,10946,0.0160367451608181,0.0,0.0,31,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_50593,csvData13344862.csv::Date,csvData24080448.csv::Date,10933,-0.0038176057860255,0.0,0.0,4,33,0.6666666666666666,0.7674418604651163,0.0,0.0,1.0,0.0,10.0,5.604651162790698,rank_gt_1000
webtable_join_10803,csvData13245391__1.csv::Date,csvData29586855.csv::Date,10915,0.0087502505630254,0.0,0.0,22,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_7985,csvData9079863__8.csv::Date,csvData7028714.csv::Date,10847,0.0057288501411676,0.0,0.0,35,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.6,rank_gt_1000
webtable_join_7263,csvData15933779__4.csv::Date,csvData29586855.csv::Date,10844,-0.0049495087005198,0.0,0.0,38,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_27193,csvData22418917__0.csv::Date,csvData29586855.csv::Date,10717,0.011307081207633,0.0,0.0,34,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_23358,csvData1786628__8.csv::Date,csvData27432053.csv::Date,10712,0.0090665789321064,0.0,0.0,26,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_34356,csvData13051044__2.csv::Date,csvData29586855.csv::Date,10707,0.0095365568995475,0.0,0.0,26,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_50594,csvData13344862.csv::Date,csvData20324956.csv::Date,10699,0.0018720291554927,0.0,0.0,4,32,0.6666666666666666,0.7441860465116279,0.0,0.0,1.0,0.0,10.0,5.651162790697675,rank_gt_1000
webtable_join_33540,csvData917122__2.csv::Date,csvData29586855.csv::Date,10563,0.0160582065582275,0.0,0.0,21,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_14329,csvData13726780__2.csv::Date,csvData29586855.csv::Date,10539,0.0074606481939554,0.0,0.0,25,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_15028,csvData1786628__4.csv::Date,csvData29586855.csv::Date,10528,0.0183313004672527,0.0,0.0,37,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_18629,csvData23141915__0.csv::Age,csvData3577145.csv::Age,10456,0.0015315217897295,0.0,0.0,38,2,1.0,0.0769230769230769,0.0,1.0,0.0,0.0,6.0,2.0,rank_gt_1000
webtable_join_7703,csvData432880__5.csv::Date,csvData2023494.csv::Date,10426,0.0217997394502162,0.0,0.0,37,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.636363636363637,rank_gt_1000
webtable_join_13707,csvData22418917__2.csv::Date,csvData29586855.csv::Date,10384,0.0143088130280375,0.0,0.0,39,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_38650,csvData20186787.csv::Date,csvData20965143.csv::Date,10351,-0.0442898161709308,0.0,0.0,1,6,0.0277777777777777,0.8571428571428571,0.0,0.0,1.0,1.0,10.0,10.0,rank_gt_1000
webtable_join_52837,csvData11781598.csv::Date,csvData27432053.csv::Date,10304,0.0080375634133815,0.0,0.0,12,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_35002,csvData17054209__2.csv::Age,csvData3577145.csv::Age,10282,0.0170251652598381,0.0,0.0,29,2,1.0,0.0769230769230769,0.0,1.0,0.0,0.0,6.0,2.0,rank_gt_1000
webtable_join_19712,csvData18900645__5.csv::Date,csvData27432053.csv::Date,10266,0.0055048787035048,0.0,0.0,25,10,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.8,rank_gt_1000
webtable_join_51597,csvData21608350.csv::Date,csvData20965143.csv::Date,10250,-0.0190518852323293,0.0,0.0,22,6,0.5116279069767442,0.8571428571428571,0.0,0.0,0.0,1.0,5.627906976744186,10.0,rank_gt_1000
webtable_join_20648,csvData16211584__0.csv::Date,csvData29586855.csv::Date,10235,0.0149187743663787,0.0,0.0,38,11,1.0,1.0,0.0,0.0,1.0,0.0,10.0,5.727272727272728,rank_gt_1000
webtable_join_30222,csvData1431383__0.csv::Age,csvData13257636.csv::Age,10215,0.0316727980971336,0.0,0.0,19,4,1.0,0.1481481481481481,0.0,1.0,0.0,0.0,6.0,2.0,rank_gt_1000
